year,commune,rate,n,reason,components
2019,Manternach,,13,source suppressed,Manternach
2019,Mersch,18.058739999999997,116,published,Mersch
2019,Mertert,,23,source suppressed,Mertert
2019,Mertzig,,12,source suppressed,Mertzig
2019,Mondercange,23.26482,57,published,Mondercange
2019,Mondorf-les-Bains,18.66476,102,published,Mondorf-les-Bains
2019,Niederanven,27.012180000000004,38,published,Niederanven
2019,Nommern,,0,source suppressed,Nommern
2019,Parc Hosingen,,9,source suppressed,Parc Hosingen
2019,Pétange,18.04741,280,published,Petange
2019,Préizerdaul,,6,source suppressed,Préizerdaul
2019,Putscheid,,2,source suppressed,Putscheid
2019,Rambrouch,,20,source suppressed,Rambrouch
2019,Reckange-sur-Mess,,12,source suppressed,Reckange-sur-Mess
2019,Redange/Attert,13.78069,39,published,Redange-sur-Attert
2019,Reisdorf,,2,source suppressed,Reisdorf
2019,Remich,17.18382,42,published,Remich
2019,Roeser,21.585660000000004,105,published,Roeser
2019,Rosport-Mompach,,2,source suppressed,Rosport-Mompach
2019,Rumelange,,16,source suppressed,Rumelange
2019,Saeul,,4,source suppressed,Saeul
2019,Sandweiler,22.87308,50,published,Sandweiler
2019,Sanem,19.32322,130,published,Sanem
2019,Schengen,,26,source suppressed,Schengen
2019,Schieren,,4,source suppressed,Schieren
2019,Schifflange,21.40014,144,published,Schifflange
2019,Schuttrange,22.48455,58,published,Schuttrange
2019,Stadtbredimus,,13,source suppressed,Stadtbredimus
2019,Steinfort,18.2431,78,published,Steinfort
2019,Steinsel,18.68087,37,published,Steinsel
2019,Strassen,24.47935,396,published,Strassen
2019,Tandel,,0,source suppressed,Tandel
2019,Troisvierges,,15,source suppressed,Troisvierges
2019,Useldange,,20,source suppressed,Useldange
2019,Vallée de l'Ernz,,8,source suppressed,Vallée de l'Ernz
2019,Vianden,,13,source suppressed,Vianden
2019,Vichten,,7,source suppressed,Vichten
2019,Waldbillig,,1,source suppressed,Waldbillig
2019,Walferdange,25.72939,202,published,Walferdange
2019,Weiler-la-Tour,,8,source suppressed,Weiler-la-Tour
2019,Weiswampach,13.81361,49,published,Weiswampach
2019,Wiltz,13.90973,59,published,Wiltz
2019,Wincrange,,18,source suppressed,Wincrange
2019,Winseler,,26,source suppressed,Winseler
2019,Wormeldange,,26,source suppressed,Wormeldange
2020,Beaufort,,6,source suppressed,Beaufort
2020,Bech,,3,source suppressed,Bech
2020,Beckerich,,7,source suppressed,Beckerich
2020,Berdorf,,12,source suppressed,Berdorf
2020,Bertrange,25.22134,250,published,Bertrange
2020,Bettembourg,20.54704,111,published,Bettembourg
2020,Bettendorf,,7,source suppressed,Bettendorf
2020,Betzdorf,,13,source suppressed,Betzdorf
2020,Bissen,,12,source suppressed,Bissen
2020,Biwer,,1,source suppressed,Biwer
2020,Boulaide,,3,source suppressed,Boulaide
2020,Bourscheid,,9,source suppressed,Bourscheid
2020,Bous-Waldbredimus,,9,component unavailable,Bous | Waldbredimus
2020,Clervaux,13.24467,63,published,Clervaux
2020,Colmar-Berg,15.20249,54,published,Colmar-Berg
2020,Consdorf,,7,source suppressed,Consdorf
2020,Contern,18.65447,48,published,Contern
2020,Dalheim,,12,source suppressed,Dalheim
2020,Diekirch,16.15383,109,published,Diekirch
2020,Differdange,23.0883,276,published,Differdange
2020,Dippach,21.22185,38,published,Dippach
2020,Dudelange,23.83059,186,published,Dudelange
2020,Echternach,15.72602,44,published,Echternach
2020,Ell,,10,source suppressed,Ell
2020,Erpeldange-sur-Sûre,,2,source suppressed,Erpeldange
2020,Esch-sur-Alzette,33.17251,899,published,Esch-sur-Alzette
2020,Esch-sur-Sûre,,7,source suppressed,Esch-sur-Sûre
2020,Ettelbruck,16.22535,106,published,Ettelbruck
2020,Feulen,,14,source suppressed,Feulen
2020,Fischbach,,9,source suppressed,Fischbach
2020,Flaxweiler,,2,source suppressed,Flaxweiler
2020,Frisange,24.13509,43,published,Frisange
2020,Garnich,,3,source suppressed,Garnich
2020,Goesdorf,,4,source suppressed,Goesdorf
2020,Grevenmacher,17.0066,46,published,Grevenmacher
2020,Groussbus-Wal,,2,component unavailable,Grosbous | Wahl
2020,Habscht,20.647780000000004,52,published,Habscht
2020,Heffingen,,8,source suppressed,Heffingen
2020,Helperknapp,16.83168,51,published,Helperknapp
2020,Hesperange,23.292219999999997,391,published,Hesperange
2020,Junglinster,20.14234,63,published,Junglinster
2020,Käerjeng,18.58237,90,published,Kaerjeng
2020,Kayl,22.40215,60,published,Kayl
2020,Kehlen,,29,source suppressed,Kehlen
2020,Kiischpelt,,2,source suppressed,Kiischpelt
2020,Koerich,,6,source suppressed,Koerich
2020,Kopstal,21.26181,52,published,Kopstal
2020,Lac de la Haute-Sûre,,16,source suppressed,Lac de la Haute-Sûre
2020,Larochette,,9,source suppressed,Larochette
2020,Lenningen,,17,source suppressed,Lenningen
2020,Leudelange,34.15957,62,published,Leudelange
2020,Lintgen,,23,source suppressed,Lintgen
2020,Lorentzweiler,20.90792,86,published,Lorentzweiler
2020,Luxembourg,37.47937,8583,published,Luxembourg
2020,Mamer,36.53721,309,published,Mamer
2020,Manternach,,8,source suppressed,Manternach
2020,Mersch,18.82656,156,published,Mersch
2020,Mertert,18.15214,36,published,Mertert
2020,Mertzig,,5,source suppressed,Mertzig
2020,Mondercange,24.32751,61,published,Mondercange
2020,Mondorf-les-Bains,19.62674,92,published,Mondorf-les-Bains
2020,Niederanven,39.83628,37,published,Niederanven
2020,Nommern,,6,source suppressed,Nommern
2020,Parc Hosingen,,9,source suppressed,Parc Hosingen
2020,Pétange,19.62386,222,published,Petange
2020,Préizerdaul,,3,source suppressed,Préizerdaul
2020,Putscheid,,4,source suppressed,Putscheid
2020,Rambrouch,,9,source suppressed,Rambrouch
2020,Reckange-sur-Mess,,12,source suppressed,Reckange-sur-Mess
2020,Redange/Attert,,22,source suppressed,Redange-sur-Attert
2020,Reisdorf,,4,source suppressed,Reisdorf
2020,Remich,18.41543,39,published,Remich
2020,Roeser,25.08432,113,published,Roeser
2020,Rosport-Mompach,,1,source suppressed,Rosport-Mompach
2020,Rumelange,,24,source suppressed,Rumelange
2020,Saeul,,7,source suppressed,Saeul
2020,Sandweiler,38.87895,53,published,Sandweiler
2020,Sanem,20.13558,129,published,Sanem
2020,Schengen,,22,source suppressed,Schengen
2020,Schieren,,23,source suppressed,Schieren
2020,Schifflange,24.40501,117,published,Schifflange
2020,Schuttrange,20.39092,33,published,Schuttrange
2020,Stadtbredimus,,6,source suppressed,Stadtbredimus
2020,Steinfort,19.98007,49,published,Steinfort
2020,Steinsel,22.400899999999996,48,published,Steinsel
2020,Strassen,27.87175,684,published,Strassen
2020,Tandel,,0,source suppressed,Tandel
2020,Troisvierges,13.18166,31,published,Troisvierges
2020,Useldange,,3,source suppressed,Useldange
2020,Vallée de l'Ernz,,2,source suppressed,Vallée de l'Ernz
2020,Vianden,,6,source suppressed,Vianden
2020,Vichten,,9,source suppressed,Vichten
2020,Waldbillig,,4,source suppressed,Waldbillig
2020,Walferdange,31.04127,184,published,Walferdange
2020,Weiler-la-Tour,,5,source suppressed,Weiler-la-Tour
2020,Weiswampach,14.116220000000002,42,published,Weiswampach
2020,Wiltz,14.47965,48,published,Wiltz
2020,Wincrange,,20,source suppressed,Wincrange
2020,Winseler,,14,source suppressed,Winseler
2020,Wormeldange,17.17955,37,published,Wormeldange
2021,Beaufort,,18,source suppressed,Beaufort
2021,Bech,,2,source suppressed,Bech
2021,Beckerich,,16,source suppressed,Beckerich
2021,Berdorf,,7,source suppressed,Berdorf
2021,Bertrange,25.4116,365,published,Bertrange
2021,Bettembourg,22.34873,67,published,Bettembourg
2021,Bettendorf,,5,source suppressed,Bettendorf
2021,Betzdorf,,9,source suppressed,Betzdorf
2021,Bissen,17.84412,94,published,Bissen
2021,Biwer,,2,source suppressed,Biwer
2021,Boulaide,,3,source suppressed,Boulaide
2021,Bourscheid,,5,source suppressed,Bourscheid
2021,Bous-Waldbredimus,,10,component unavailable,Bous | Waldbredimus
2021,Clervaux,15.305750000000002,118,published,Clervaux
2021,Colmar-Berg,,17,source suppressed,Colmar-Berg
2021,Consdorf,,4,source suppressed,Consdorf
2021,Contern,23.11232,139,published,Contern
2021,Dalheim,,5,source suppressed,Dalheim
2021,Diekirch,16.39816,96,published,Diekirch
2021,Differdange,23.86641,341,published,Differdange
2021,Dippach,20.66485,44,published,Dippach
2021,Dudelange,24.92735,219,published,Dudelange
2021,Echternach,17.35986,61,published,Echternach
2021,Ell,,5,source suppressed,Ell
2021,Erpeldange-sur-Sûre,,1,source suppressed,Erpeldange
2021,Esch-sur-Alzette,31.068470000000005,1257,published,Esch-sur-Alzette
2021,Esch-sur-Sûre,,5,source suppressed,Esch-sur-Sûre
2021,Ettelbruck,18.52042,144,published,Ettelbruck
2021,Feulen,,11,source suppressed,Feulen
2021,Fischbach,,5,source suppressed,Fischbach
2021,Flaxweiler,,8,source suppressed,Flaxweiler
2021,Frisange,23.62442,104,published,Frisange
2021,Garnich,,5,source suppressed,Garnich
2021,Goesdorf,,6,source suppressed,Goesdorf
2021,Grevenmacher,16.20529,36,published,Grevenmacher
2021,Groussbus-Wal,,3,component unavailable,Grosbous | Wahl
2021,Habscht,19.75966,31,published,Habscht
2021,Heffingen,,11,source suppressed,Heffingen
2021,Helperknapp,,27,source suppressed,Helperknapp
2021,Hesperange,23.0443,711,published,Hesperange
2021,Junglinster,20.50707,88,published,Junglinster
2021,Käerjeng,19.12819,81,published,Kaerjeng
2021,Kayl,22.44386,76,published,Kayl
2021,Kehlen,18.73074,48,published,Kehlen
2021,Kiischpelt,,1,source suppressed,Kiischpelt
2021,Koerich,,10,source suppressed,Koerich
2021,Kopstal,23.48324,68,published,Kopstal
2021,Lac de la Haute-Sûre,,13,source suppressed,Lac de la Haute-Sûre
2021,Larochette,,12,source suppressed,Larochette
2021,Lenningen,,16,source suppressed,Lenningen
2021,Leudelange,44.67563,108,published,Leudelange
2021,Lintgen,20.16572,50,published,Lintgen
2021,Lorentzweiler,22.30574,96,published,Lorentzweiler
2021,Luxembourg,35.57652,12353,published,Luxembourg
2021,Mamer,35.2396,341,published,Mamer
2021,Manternach,,6,source suppressed,Manternach
2021,Mersch,22.14359,170,published,Mersch
2021,Mertert,,24,source suppressed,Mertert
2021,Mertzig,,5,source suppressed,Mertzig
2021,Mondercange,32.44714,82,published,Mondercange
2021,Mondorf-les-Bains,19.7039,124,published,Mondorf-les-Bains
2021,Niederanven,24.88122,62,published,Niederanven
2021,Nommern,,2,source suppressed,Nommern
2021,Parc Hosingen,,22,source suppressed,Parc Hosingen
2021,Pétange,21.14572,241,published,Petange
2021,Préizerdaul,,3,source suppressed,Préizerdaul
2021,Putscheid,,10,source suppressed,Putscheid
2021,Rambrouch,,10,source suppressed,Rambrouch
2021,Reckange-sur-Mess,,16,source suppressed,Reckange-sur-Mess
2021,Redange/Attert,,26,source suppressed,Redange-sur-Attert
2021,Reisdorf,,4,source suppressed,Reisdorf
2021,Remich,17.91686,56,published,Remich
2021,Roeser,24.50902,148,published,Roeser
2021,Rosport-Mompach,,7,source suppressed,Rosport-Mompach
2021,Rumelange,21.1183,32,published,Rumelange
2021,Saeul,,8,source suppressed,Saeul
2021,Sandweiler,33.16472,73,published,Sandweiler
2021,Sanem,20.0113,133,published,Sanem
2021,Schengen,,29,source suppressed,Schengen
2021,Schieren,,16,source suppressed,Schieren
2021,Schifflange,22.9031,140,published,Schifflange
2021,Schuttrange,21.48111,39,published,Schuttrange
2021,Stadtbredimus,,14,source suppressed,Stadtbredimus
2021,Steinfort,20.98503,55,published,Steinfort
2021,Steinsel,22.1264,34,published,Steinsel
2021,Strassen,26.97418,599,published,Strassen
2021,Tandel,,0,source suppressed,Tandel
2021,Troisvierges,,25,source suppressed,Troisvierges
2021,Useldange,,6,source suppressed,Useldange
2021,Vallée de l'Ernz,,5,source suppressed,Vallée de l'Ernz
2021,Vianden,,8,source suppressed,Vianden
2021,Vichten,,4,source suppressed,Vichten
2021,Waldbillig,,6,source suppressed,Waldbillig
2021,Walferdange,28.17503,374,published,Walferdange
2021,Weiler-la-Tour,,14,source suppressed,Weiler-la-Tour
2021,Weiswampach,16.12357,62,published,Weiswampach
2021,Wiltz,15.627170000000001,71,published,Wiltz
2021,Wincrange,,10,source suppressed,Wincrange
2021,Winseler,,19,source suppressed,Winseler
2021,Wormeldange,16.51095,36,published,Wormeldange
2022,Beaufort,,5,source suppressed,Beaufort
2022,Bech,,0,source suppressed,Bech
2022,Beckerich,,7,source suppressed,Beckerich
2022,Berdorf,,10,source suppressed,Berdorf
2022,Bertrange,24.552430000000005,184,published,Bertrange
2022,Bettembourg,21.6529,63,published,Bettembourg
2022,Bettendorf,,7,source suppressed,Bettendorf
2022,Betzdorf,,15,source suppressed,Betzdorf
2022,Bissen,,22,source suppressed,Bissen
2022,Biwer,,0,source suppressed,Biwer
2022,Boulaide,,3,source suppressed,Boulaide
2022,Bourscheid,,6,source suppressed,Bourscheid
2022,Bous-Waldbredimus,,12,component unavailable,Bous | Waldbredimus
2022,Clervaux,16.0522,101,published,Clervaux
2022,Colmar-Berg,,19,source suppressed,Colmar-Berg
2022,Consdorf,,2,source suppressed,Consdorf
2022,Contern,25.18075,44,published,Contern
2022,Dalheim,,5,source suppressed,Dalheim
2022,Diekirch,18.45836,75,published,Diekirch
2022,Differdange,26.55231,262,published,Differdange
2022,Dippach,25.45287,42,published,Dippach
2022,Dudelange,25.63035,196,published,Dudelange
2022,Echternach,17.48725,43,published,Echternach
2022,Ell,,6,source suppressed,Ell
2022,Erpeldange-sur-Sûre,,1,source suppressed,Erpeldange
2022,Esch-sur-Alzette,39.99683,1357,published,Esch-sur-Alzette
2022,Esch-sur-Sûre,,6,source suppressed,Esch-sur-Sûre
2022,Ettelbruck,17.87976,110,published,Ettelbruck
2022,Feulen,,21,source suppressed,Feulen
2022,Fischbach,,4,source suppressed,Fischbach
2022,Flaxweiler,,3,source suppressed,Flaxweiler
2022,Frisange,22.27145,91,published,Frisange
2022,Garnich,,4,source suppressed,Garnich
2022,Goesdorf,,13,source suppressed,Goesdorf
2022,Grevenmacher,19.43926,32,published,Grevenmacher
2022,Groussbus-Wal,,2,component unavailable,Grosbous | Wahl
2022,Habscht,23.284080000000003,44,published,Habscht
2022,Heffingen,,4,source suppressed,Heffingen
2022,Helperknapp,,22,source suppressed,Helperknapp
2022,Hesperange,24.69503,442,published,Hesperange
2022,Junglinster,21.23546,82,published,Junglinster
2022,Käerjeng,19.41978,60,published,Kaerjeng
2022,Kayl,22.59934,53,published,Kayl
2022,Kehlen,,19,source suppressed,Kehlen
2022,Kiischpelt,,1,source suppressed,Kiischpelt
2022,Koerich,,11,source suppressed,Koerich
2022,Kopstal,23.65687,47,published,Kopstal
2022,Lac de la Haute-Sûre,,13,source suppressed,Lac de la Haute-Sûre
2022,Larochette,,11,source suppressed,Larochette
2022,Lenningen,,9,source suppressed,Lenningen
2022,Leudelange,43.0216,102,published,Leudelange
2022,Lintgen,20.40264,30,published,Lintgen
2022,Lorentzweiler,23.75117,36,published,Lorentzweiler
2022,Luxembourg,39.15968,8362,published,Luxembourg
2022,Mamer,31.63016,379,published,Mamer
2022,Manternach,,8,source suppressed,Manternach
2022,Mersch,20.24303,101,published,Mersch
2022,Mertert,20.25875,55,published,Mertert
2022,Mertzig,,6,source suppressed,Mertzig
2022,Mondercange,41.30728,104,published,Mondercange
2022,Mondorf-les-Bains,19.55733,84,published,Mondorf-les-Bains
2022,Niederanven,24.49266,41,published,Niederanven
2022,Nommern,,2,source suppressed,Nommern
2022,Parc Hosingen,,8,source suppressed,Parc Hosingen
2022,Pétange,23.05115,198,published,Petange
2022,Préizerdaul,,5,source suppressed,Préizerdaul
2022,Putscheid,,3,source suppressed,Putscheid
2022,Rambrouch,,13,source suppressed,Rambrouch
2022,Reckange-sur-Mess,,12,source suppressed,Reckange-sur-Mess
2022,Redange/Attert,,19,source suppressed,Redange-sur-Attert
2022,Reisdorf,,0,source suppressed,Reisdorf
2022,Remich,19.45005,50,published,Remich
2022,Roeser,27.97754,120,published,Roeser
2022,Rosport-Mompach,,5,source suppressed,Rosport-Mompach
2022,Rumelange,,20,source suppressed,Rumelange
2022,Saeul,,5,source suppressed,Saeul
2022,Sandweiler,31.13391,50,published,Sandweiler
2022,Sanem,20.73681,105,published,Sanem
2022,Schengen,16.75008,49,published,Schengen
2022,Schieren,,18,source suppressed,Schieren
2022,Schifflange,25.0585,113,published,Schifflange
2022,Schuttrange,20.54471,32,published,Schuttrange
2022,Stadtbredimus,,15,source suppressed,Stadtbredimus
2022,Steinfort,19.15823,51,published,Steinfort
2022,Steinsel,22.88212,62,published,Steinsel
2022,Strassen,27.486820000000005,358,published,Strassen
2022,Tandel,,0,source suppressed,Tandel
2022,Troisvierges,,17,source suppressed,Troisvierges
2022,Useldange,,6,source suppressed,Useldange
2022,Vallée de l'Ernz,,3,source suppressed,Vallée de l'Ernz
2022,Vianden,,3,source suppressed,Vianden
2022,Vichten,,2,source suppressed,Vichten
2022,Waldbillig,,4,source suppressed,Waldbillig
2022,Walferdange,23.8928,235,published,Walferdange
2022,Weiler-la-Tour,,12,source suppressed,Weiler-la-Tour
2022,Weiswampach,15.90603,30,published,Weiswampach
2022,Wiltz,17.25249,69,published,Wiltz
2022,Wincrange,,7,source suppressed,Wincrange
2022,Winseler,,27,source suppressed,Winseler
2022,Wormeldange,,26,source suppressed,Wormeldange
2023,Beaufort,,2,source suppressed,Beaufort
2023,Bech,,1,source suppressed,Bech
2023,Beckerich,,15,source suppressed,Beckerich
2023,Berdorf,,10,source suppressed,Berdorf
2023,Bertrange,27.44064,227,published,Bertrange
2023,Bettembourg,25.59243,50,published,Bettembourg
2023,Bettendorf,,7,source suppressed,Bettendorf
2023,Betzdorf,,14,source suppressed,Betzdorf
2023,Bissen,18.61971,53,published,Bissen
2023,Biwer,,0,source suppressed,Biwer
2023,Boulaide,,3,source suppressed,Boulaide
2023,Bourscheid,,5,source suppressed,Bourscheid
2023,Bous-Waldbredimus,,6,source suppressed,Bous-Waldbredimus
2023,Clervaux,16.58873,97,published,Clervaux
2023,Colmar-Berg,,15,source suppressed,Colmar-Berg
2023,Consdorf,,3,source suppressed,Consdorf
2023,Contern,26.14,63,published,Contern
2023,Dalheim,,6,source suppressed,Dalheim
2023,Diekirch,20.71109,87,published,Diekirch
2023,Differdange,25.81547,193,published,Differdange
2023,Dippach,21.660099999999996,31,published,Dippach
2023,Dudelange,28.27564,186,published,Dudelange
2023,Echternach,19.78932,37,published,Echternach
2023,Ell,,7,source suppressed,Ell
2023,Erpeldange-sur-Sûre,,0,source suppressed,Erpeldange
2023,Esch-sur-Alzette,32.36992,604,published,Esch-sur-Alzette
2023,Esch-sur-Sûre,,9,source suppressed,Esch-sur-Sûre
2023,Ettelbruck,21.528620000000004,113,published,Ettelbruck
2023,Feulen,,10,source suppressed,Feulen
2023,Fischbach,,8,source suppressed,Fischbach
2023,Flaxweiler,,12,source suppressed,Flaxweiler
2023,Frisange,32.52637,60,published,Frisange
2023,Garnich,,5,source suppressed,Garnich
2023,Goesdorf,,4,source suppressed,Goesdorf
2023,Grevenmacher,20.17032,59,published,Grevenmacher
2023,Groussbus-Wal,,1,source suppressed,Grosbus-Wal
2023,Habscht,22.39514,72,published,Habscht
2023,Heffingen,,4,source suppressed,Heffingen
2023,Helperknapp,,20,source suppressed,Helperknapp
2023,Hesperange,25.064009999999996,359,published,Hesperange
2023,Junglinster,22.101469999999996,48,published,Junglinster
2023,Käerjeng,22.54814,81,published,Käerjeng
2023,Kayl,23.70186,65,published,Kayl
2023,Kehlen,23.09835,30,published,Kehlen
2023,Kiischpelt,,2,source suppressed,Kiischpelt
2023,Koerich,,5,source suppressed,Koerich
2023,Kopstal,26.99177,47,published,Kopstal
2023,Lac de la Haute-Sûre,,8,source suppressed,Lac de la Haute-Sûre
2023,Larochette,,1,source suppressed,Larochette
2023,Lenningen,,5,source suppressed,Lenningen
2023,Leudelange,34.81002,35,published,Leudelange
2023,Lintgen,23.69596,42,published,Lintgen
2023,Lorentzweiler,22.679,69,published,Lorentzweiler
2023,Luxembourg,37.25881,5409,published,Luxembourg
2023,Mamer,28.69021,213,published,Mamer
2023,Manternach,,11,source suppressed,Manternach
2023,Mersch,22.76356,111,published,Mersch
2023,Mertert,21.94037,85,published,Mertert
2023,Mertzig,,12,source suppressed,Mertzig
2023,Mondercange,32.39416,53,published,Mondercange
2023,Mondorf-les-Bains,21.34377,93,published,Mondorf-les-Bains
2023,Niederanven,29.48222,41,published,Niederanven
2023,Nommern,,6,source suppressed,Nommern
2023,Parc Hosingen,,26,source suppressed,Parc Hosingen
2023,Pétange,24.79488,161,published,Pétange
2023,Préizerdaul,,4,source suppressed,Préizerdaul
2023,Putscheid,,0,source suppressed,Putscheid
2023,Rambrouch,,10,source suppressed,Rambrouch
2023,Reckange-sur-Mess,,14,source suppressed,Reckange-sur-Mess
2023,Redange/Attert,,13,source suppressed,Redange-sur-Attert
2023,Reisdorf,,1,source suppressed,Reisdorf
2023,Remich,20.15494,55,published,Remich
2023,Roeser,33.49146,139,published,Roeser
2023,Rosport-Mompach,,6,source suppressed,Rosport-Mompach
2023,Rumelange,,16,source suppressed,Rumelange
2023,Saeul,,3,source suppressed,Saeul
2023,Sandweiler,32.63571,57,published,Sandweiler
2023,Sanem,23.10656,93,published,Sanem
2023,Schengen,,21,source suppressed,Schengen
2023,Schieren,,20,source suppressed,Schieren
2023,Schifflange,27.157310000000003,81,published,Schifflange
2023,Schuttrange,,11,source suppressed,Schuttrange
2023,Stadtbredimus,,10,source suppressed,Stadtbredimus
2023,Steinfort,21.57902,54,published,Steinfort
2023,Steinsel,24.8194,68,published,Steinsel
2023,Strassen,30.46188,290,published,Strassen
2023,Tandel,,0,source suppressed,Tandel
2023,Troisvierges,,16,source suppressed,Troisvierges
2023,Useldange,,7,source suppressed,Useldange
2023,Vallée de l'Ernz,,4,source suppressed,Vallée de l'Ernz
2023,Vianden,,5,source suppressed,Vianden
2023,Vichten,,4,source suppressed,Vichten
2023,Waldbillig,,2,source suppressed,Waldbillig
2023,Walferdange,26.33612,156,published,Walferdange
2023,Weiler-la-Tour,,19,source suppressed,Weiler-la-Tour
2023,Weiswampach,16.98753,70,published,Weiswampach
2023,Wiltz,17.97648,58,published,Wiltz
2023,Wincrange,16.3799,32,published,Wincrange
2023,Winseler,,27,source suppressed,Winseler
2023,Wormeldange,22.56247,31,published,Wormeldange
2024,Beaufort,,7,source suppressed,Beaufort
2024,Bech,,2,source suppressed,Bech
2024,Beckerich,,13,source suppressed,Beckerich
2024,Berdorf,,4,source suppressed,Berdorf
2024,Bertrange,32.60223,214,published,Bertrange
2024,Bettembourg,31.179709999999996,57,published,Bettembourg
2024,Bettendorf,,5,source suppressed,Bettendorf
2024,Betzdorf,,9,source suppressed,Betzdorf
2024,Bissen,,19,source suppressed,Bissen
2024,Biwer,,0,source suppressed,Biwer
2024,Boulaide,,5,source suppressed,Boulaide
2024,Bourscheid,,6,source suppressed,Bourscheid
2024,Bous-Waldbredimus,,6,source suppressed,Bous-Waldbredimus
2024,Clervaux,18.18827,107,published,Clervaux
2024,Colmar-Berg,,18,source suppressed,Colmar-Berg
2024,Consdorf,,1,source suppressed,Consdorf
2024,Contern,26.397489999999998,40,published,Contern
2024,Dalheim,,8,source suppressed,Dalheim
2024,Diekirch,19.61937,88,published,Diekirch
2024,Differdange,27.140850000000004,206,published,Differdange
2024,Dippach,,24,source suppressed,Dippach
2024,Dudelange,29.67379,126,published,Dudelange
2024,Echternach,19.46683,43,published,Echternach
2024,Ell,,9,source suppressed,Ell
2024,Erpeldange-sur-Sûre,,3,source suppressed,Erpeldange
2024,Esch-sur-Alzette,39.85114,668,published,Esch-sur-Alzette
2024,Esch-sur-Sûre,,20,source suppressed,Esch-sur-Sûre
2024,Ettelbruck,22.268980000000003,95,published,Ettelbruck
2024,Feulen,,7,source suppressed,Feulen
2024,Fischbach,,2,source suppressed,Fischbach
2024,Flaxweiler,,4,source suppressed,Flaxweiler
2024,Frisange,30.17537,36,published,Frisange
2024,Garnich,,1,source suppressed,Garnich
2024,Goesdorf,,7,source suppressed,Goesdorf
2024,Grevenmacher,21.23946,48,published,Grevenmacher
2024,Groussbus-Wal,,5,source suppressed,Grosbus-Wal
2024,Habscht,22.84278,30,published,Habscht
2024,Heffingen,,6,source suppressed,Heffingen
2024,Helperknapp,,22,source suppressed,Helperknapp
2024,Hesperange,29.90753,189,published,Hesperange
2024,Junglinster,22.85272,49,published,Junglinster
2024,Käerjeng,32.3334,112,published,Käerjeng
2024,Kayl,23.26673,59,published,Kayl
2024,Kehlen,24.38559,31,published,Kehlen
2024,Kiischpelt,,8,source suppressed,Kiischpelt
2024,Koerich,,4,source suppressed,Koerich
2024,Kopstal,24.98524,75,published,Kopstal
2024,Lac de la Haute-Sûre,,12,source suppressed,Lac de la Haute-Sûre
2024,Larochette,,5,source suppressed,Larochette
2024,Lenningen,,6,source suppressed,Lenningen
2024,Leudelange,45.44459,65,published,Leudelange
2024,Lintgen,,24,source suppressed,Lintgen
2024,Lorentzweiler,23.72115,44,published,Lorentzweiler
2024,Luxembourg,43.36553,5872,published,Luxembourg
2024,Mamer,35.40179,212,published,Mamer
2024,Manternach,,0,source suppressed,Manternach
2024,Mersch,22.91427,57,published,Mersch
2024,Mertert,21.90672,41,published,Mertert
2024,Mertzig,,4,source suppressed,Mertzig
2024,Mondercange,41.87972,66,published,Mondercange
2024,Mondorf-les-Bains,21.87001,66,published,Mondorf-les-Bains
2024,Niederanven,41.4244,99,published,Niederanven
2024,Nommern,,4,source suppressed,Nommern
2024,Parc Hosingen,,15,source suppressed,Parc Hosingen
2024,Pétange,24.33185,120,published,Pétange
2024,Préizerdaul,,1,source suppressed,Préizerdaul
2024,Putscheid,,3,source suppressed,Putscheid
2024,Rambrouch,,12,source suppressed,Rambrouch
2024,Reckange-sur-Mess,32.66944,31,published,Reckange-sur-Mess
2024,Redange/Attert,,19,source suppressed,Redange-sur-Attert
2024,Reisdorf,,2,source suppressed,Reisdorf
2024,Remich,20.16103,31,published,Remich
2024,Roeser,36.58438,111,published,Roeser
2024,Rosport-Mompach,,5,source suppressed,Rosport-Mompach
2024,Rumelange,,11,source suppressed,Rumelange
2024,Saeul,,2,source suppressed,Saeul
2024,Sandweiler,31.31952,50,published,Sandweiler
2024,Sanem,24.99034,85,published,Sanem
2024,Schengen,,23,source suppressed,Schengen
2024,Schieren,,15,source suppressed,Schieren
2024,Schifflange,25.98749,52,published,Schifflange
2024,Schuttrange,,21,source suppressed,Schuttrange
2024,Stadtbredimus,,13,source suppressed,Stadtbredimus
2024,Steinfort,23.435710000000004,45,published,Steinfort
2024,Steinsel,27.60874,120,published,Steinsel
2024,Strassen,35.778,232,published,Strassen
2024,Tandel,,0,source suppressed,Tandel
2024,Troisvierges,,21,source suppressed,Troisvierges
2024,Useldange,,11,source suppressed,Useldange
2024,Vallée de l'Ernz,,2,source suppressed,Vallée de l'Ernz
2024,Vianden,,6,source suppressed,Vianden
2024,Vichten,,2,source suppressed,Vichten
2024,Waldbillig,,0,source suppressed,Waldbillig
2024,Walferdange,37.86445,141,published,Walferdange
2024,Weiler-la-Tour,19.62928,55,published,Weiler-la-Tour
2024,Weiswampach,17.24127,70,published,Weiswampach
2024,Wiltz,18.82423,42,published,Wiltz
2024,Wincrange,,8,source suppressed,Wincrange
2024,Winseler,,15,source suppressed,Winseler
2024,Wormeldange,,23,source suppressed,Wormeldange
2025,Beaufort,,3,source suppressed,Beaufort
2025,Bech,,10,source suppressed,Bech
2025,Beckerich,,7,source suppressed,Beckerich
2025,Berdorf,,3,source suppressed,Berdorf
